['4', '3', '2', '7', '2'] | 42
['5', '4', '4', '4', '8', '3'] | 53
['6', '5', '8', '7'] | 67
['9', '6', '7'] | 97
['2', '8', '2'] | 22
['3', '3', '6', '8', '7', '4'] | 34
['7', '8', '5', '4'] | 74
['7', '6'] | 76
['3', '3', '1', '8', '8', '2', '7'] | 37
['3', '3', '5', '4'] | 34
['3', '4', '4', '8', '6'] | 36
['3', '1', '1', '5', '5'] | 35
['7', '4'] | 74
['7', '7', '7', '3', '5', '9', '4'] | 74
['8', '4', '8', '1'] | 81
['4', '8', '7', '6', '4', '8', '2'] | 42
['6', '8', '6', '6', '7', '8'] | 68
['6', '7', '9'] | 69
['9', '2', '8'] | 98
['6', '7', '4', '5', '2'] | 62
['8', '3', '8'] | 88
['6', '9', '7', '5'] | 65
['2', '3', '6', '5', '9'] | 29
['5', '3', '4', '3', '2', '7', '7'] | 57
['9', '7', '2', '3', '7', '4', '5'] | 95
['7', '7', '7', '9', '8', '6'] | 76
['8', '7', '3', '3', '5', '8'] | 88
['4', '4', '5', '3'] | 43
['4', '2', '3', '1', '1'] | 41
['8', '2', '3', '7'] | 87
['7', '7'] | 77
['3', '5', '2', '8', '9'] | 39
['9', '9', '4', '9', '4', '8'] | 98
['5', '5', '6', '7'] | 57
['7', '8', '6'] | 76
['5', '2', '1', '5'] | 55
['1', '3', '3', '6', '9'] | 19
['2', '2'] | 22
['1', '9', '9', '5', '6', '3', '4'] | 14
['1', '3'] | 13
['8', '2', '7', '9', '4', '9'] | 89
['2', '9', '1', '5'] | 25
['7', '3', '7'] | 77
['1', '2'] | 12
['8', '8', '2', '8', '9'] | 89
['5', '5'] | 55
['7', '6'] | 76
['2', '6'] | 26
['8', '7', '6', '2', '5'] | 85
['8', '2', '3', '7'] | 87
['7', '1', '9', '8'] | 78
['6', '8'] | 68
['5', '5', '1', '3'] | 53
['9', '9', '9', '5', '4'] | 94
['5', '1', '7', '2'] | 52
['8', '8', '7', '7', '7', '1'] | 81
['4', '3', '8', '1'] | 41
['2', '2', '3', '4', '5', '4'] | 24
['5', '8', '9', '4', '6', '7', '3'] | 53
['5', '7', '1', '9'] | 59
['5', '9', '7', '6'] | 56
['1', '8', '8', '3', '3', '8', '5', '6'] | 16
['6', '8', '5', '2', '9'] | 69
['1', '1'] | 11
['6', '8', '5', '7', '2', '3'] | 63
['4', '7', '7', '1'] | 41
['5', '4'] | 54
['2', '8', '1', '6'] | 26
['8', '1', '4', '4', '6'] | 86
['8', '1', '2', '4', '6'] | 86
['9', '7', '8', '2', '4'] | 94
['8', '9', '5', '8', '1'] | 81
['8', '8', '3', '2', '7'] | 87
['2', '5', '5', '6', '9'] | 29
['4', '7', '8', '6', '3', '5'] | 45
['9', '2', '6', '1', '8'] | 98
['8', '8'] | 88
['7', '7', '2', '2', '9', '8', '4'] | 74
['5', '8', '4', '3', '2'] | 52
['5', '4', '4'] | 54
['9', '1', '7', '6', '7', '8'] | 98
['3', '3', '3', '3', '9', '2'] | 32
['3', '3', '2', '8', '9'] | 39
['7', '5', '9', '5'] | 75
['2', '2', '6', '4', '6', '9', '1', '1'] | 21
['7', '7', '6', '6', '9', '4', '1'] | 71
['2', '6', '6', '4', '4', '7', '9'] | 29
['2', '7', '6', '5'] | 25
['2', '6'] | 26
['6', '8', '9', '1'] | 61
['3', '7', '7'] | 37
['6', '7', '6'] | 66
['1', '4', '4', '4'] | 14
['7', '1', '2', '5', '5', '3'] | 73
['4', '8', '9'] | 49
['1', '5', '7', '6', '1', '8'] | 18
['9', '9', '5', '1', '4', '6'] | 96
['4', '1', '5'] | 45
['5', '5', '9', '3', '6', '7', '8'] | 58
['5', '3', '2', '8', '8', '5'] | 55
['9', '9', '3', '2'] | 92
['2', '1', '5', '9'] | 29
['2', '1', '8', '3', '5', '9', '9', '6'] | 26
['7', '5', '8', '8', '1'] | 71
['6', '5', '5', '3', '2', '8'] | 68
['1', '6', '1', '1', '6', '5'] | 15
['7', '7', '3', '2', '4', '8'] | 78
['3', '3'] | 33
['6', '2', '1'] | 61
['8', '6', '5', '9'] | 89
['5', '6', '1', '1', '1'] | 51
['5', '7', '4', '8'] | 58
['4', '1', '6'] | 46
['7', '2', '3', '1', '3', '7'] | 77
['9', '9'] | 99
['4', '7', '4', '5'] | 45
['4', '8', '8', '1', '4'] | 44
['4', '7', '6'] | 46
['1', '6', '9', '3', '5'] | 15
['7', '5', '5', '5', '7'] | 77
['7', '7', '2', '6'] | 76
['1', '2', '4'] | 14
['6', '6', '4'] | 64
['9', '9', '4', '7', '5'] | 95
['2', '2', '1', '6', '3'] | 23
['2', '2', '2'] | 22
['5', '5', '7', '1', '9'] | 59
['7', '8'] | 78
['8', '5', '5', '3', '3', '8', '4'] | 84
['3', '5', '3', '6', '4'] | 34
['7', '7', '1', '9', '1'] | 71
['5', '1', '7', '3', '2'] | 52
['3', '6', '9'] | 39
['6', '5', '2'] | 62
['4', '3', '8', '9', '2'] | 42
['2', '1', '3', '6'] | 26
['5', '5', '5', '3'] | 53
['3', '3', '4'] | 34
['4', '4', '8', '8', '8'] | 48
['5', '5', '4', '2', '2', '7', '7'] | 57
['7', '7', '9', '1', '4', '1'] | 71
['4', '9', '6', '9', '1'] | 41
['2', '2', '3', '3', '9', '7', '2'] | 22
['8', '2', '7', '7', '1', '5', '3', '3'] | 83
['7', '3', '8', '2'] | 72
['4', '8', '2', '6'] | 46
['3', '7', '1', '1', '2'] | 32
['8', '9', '3', '2', '9'] | 89
['3', '8', '2', '1'] | 31
['5', '2', '2'] | 52
['8', '5'] | 85
['1', '4', '2', '8'] | 18
['3', '3', '7', '6', '2'] | 32
['6', '3', '5'] | 65
['6', '3'] | 63
['4', '8', '3', '3', '4', '4'] | 44
['2', '8', '8', '7', '3', '4'] | 24
['8', '1'] | 81
['4', '6', '6', '1', '1'] | 41
['8', '6', '8', '8', '1', '2'] | 82
['5', '6', '8', '8', '3', '3', '3'] | 53
['9', '2', '9', '3'] | 93
['8', '3'] | 83
['6', '1', '8', '6', '4'] | 64
['4', '3', '9', '7', '8', '8'] | 48
['8', '5', '1'] | 81
['5', '5'] | 55
['3', '6', '1', '7', '7', '1'] | 31
['2', '2', '6', '1'] | 21
['6', '6'] | 66
['2', '2', '6', '6', '6'] | 26
['3', '6', '6', '8', '8', '2', '7'] | 37
['9', '7', '9', '2'] | 92
['9', '2', '3', '3'] | 93
['5', '5'] | 55
['1', '1', '5', '2'] | 12
['5', '5', '6', '6', '4'] | 54
['7', '5', '7', '3', '9', '2'] | 72
['7', '4', '3', '5', '1'] | 71
['8', '3'] | 83
['2', '3', '8'] | 28
['1', '7', '3', '6'] | 16
['5', '4', '3', '6', '8', '8'] | 58
['4', '6', '4'] | 44
['2', '6', '6'] | 26
['5', '8', '7', '7', '9', '7', '4', '9'] | 59
['5', '3', '2', '8', '8', '8', '2'] | 52
['3', '1', '2', '2'] | 32
['1', '1', '8', '7'] | 17
['3', '2', '5', '2', '7', '8', '7'] | 37
['2', '9'] | 29
['4', '3', '8', '3'] | 43
['3', '3', '1', '1', '4'] | 34
['8', '2', '6', '9', '3'] | 83
['7', '9', '3'] | 73
['5', '6', '9', '3'] | 53
['5', '8', '3'] | 53
['7', '8', '8', '1', '3', '5', '7'] | 77
['6', '2', '4', '9', '5'] | 65
['8', '8', '8', '6'] | 86
['1', '9', '1'] | 11
['1', '1', '3', '7', '2', '4'] | 14
['7', '9', '3', '2', '1', '5', '5'] | 75
['8', '8'] | 88
['6', '9', '4', '6', '9'] | 69
['4', '3', '4', '4', '5', '2'] | 42
['5', '9', '8', '7', '2'] | 52
['7', '5', '6', '3'] | 73
['2', '8', '8', '6', '6', '3', '3'] | 23
['8', '7', '7'] | 87
['5', '8', '8', '5', '1', '6', '8'] | 58
['6', '9', '5', '4', '4', '4'] | 64
['8', '8', '2', '2', '6', '6', '7', '7'] | 87
['6', '6'] | 66
['9', '9', '8', '8', '6', '2'] | 92
['8', '2', '3'] | 83
['2', '2', '4'] | 24
['7', '1', '7', '6'] | 76
['5', '6'] | 56
['5', '7', '7', '4', '9', '9', '7', '1', '8'] | 58
['8', '5', '1'] | 81
['8', '6', '8', '8', '2', '1'] | 81
['6', '2', '2', '4'] | 64
['8', '4', '7', '5', '3'] | 83
['7', '5', '8', '8'] | 78
['9', '5', '9'] | 99
['7', '4', '8', '1', '5', '6'] | 76
['5', '1', '7', '7'] | 57
['7', '1', '9', '9'] | 79
['9', '1', '8', '7', '1', '9'] | 99
['9', '6', '5', '6', '1', '3'] | 93
['2', '2'] | 22
['3', '7', '4', '4'] | 34
['8', '2', '2', '4', '3'] | 83
['8', '2', '9'] | 89
['5', '5', '3'] | 53
['4', '8', '9'] | 49
['4', '7'] | 47
['2', '2'] | 22
['4', '5', '7', '9', '6', '1'] | 41
['2', '3', '9', '8', '1'] | 21
['3', '5', '9', '9'] | 39
['3', '3', '7', '7', '5', '4'] | 34
['9', '1', '9', '3', '3'] | 93
['1', '8', '6', '6', '5', '4', '9'] | 19
['4', '8', '1', '3', '3'] | 43
['4', '3'] | 43
['9', '2', '4', '6'] | 96
['7', '6', '1', '3', '9'] | 79
['5', '5', '4', '2', '1'] | 51
['8', '8', '5'] | 85
['7', '2', '9', '8', '5'] | 75
['5', '7', '4'] | 54
['9', '7'] | 97
['7', '7', '6'] | 76
['6', '6', '3', '4', '4', '4'] | 64
['3', '9', '4', '4', '6', '6', '9', '2'] | 32
['5', '6', '9'] | 59
['5', '3', '1', '8'] | 58
['2', '2', '2', '1', '4'] | 24
['3', '3'] | 33
['5', '4', '8', '5', '2', '8', '2'] | 52
['8', '1', '2', '9', '1'] | 81
['1', '7', '4'] | 14
['6', '4', '7', '1', '4', '2', '3'] | 63
['4', '9', '9', '9', '2', '2'] | 42
['5', '2', '2', '2', '5'] | 55
['5', '9', '1', '6', '2'] | 52
['8', '8', '8', '8', '9'] | 89
['2', '9', '1', '7', '7', '3'] | 23
['6', '8', '8', '4'] | 64
['8', '8', '2', '4', '4', '1'] | 81
['1', '4', '4', '2', '6', '6', '5'] | 15
['1', '6'] | 16
['4', '5', '9', '1'] | 41
['1', '8', '8', '8', '2'] | 12
['1', '1'] | 11
['6', '6', '3', '4'] | 64
['2', '1', '5', '5'] | 25
['5', '9'] | 59
['3', '5', '6', '6'] | 36
['6', '6', '6', '1', '1', '1', '8', '9', '9'] | 69
['8', '5', '5', '6', '9', '1', '9'] | 89
['2', '7', '1'] | 21
['8', '2', '9', '3', '6', '5', '7'] | 87
['7', '9', '9', '6'] | 76
['9', '2', '3', '2'] | 92
['4', '4', '2', '1', '1'] | 41
['6', '6', '3', '5', '9'] | 69
['7', '9', '8', '5', '5', '3'] | 73
['2', '1', '5', '9', '3', '2', '7'] | 27
['5', '6', '3'] | 53
['9', '5', '3', '7', '2'] | 92
['4', '4'] | 44
['5', '2', '7'] | 57
['6', '2', '5', '3', '4', '2', '9'] | 69
['1', '3', '7', '1'] | 11
['2', '2', '6', '9', '5'] | 25
['3', '4', '9'] | 39
['4', '7', '3', '6'] | 46
['5', '7'] | 57
['2', '5'] | 25
['7', '4'] | 74
['8', '9', '5'] | 85
['6', '6', '1', '1'] | 61
['7', '7', '5', '8', '1'] | 71
['5', '5'] | 55
['1', '8', '7'] | 17
['2', '2', '8', '4', '3'] | 23
['3', '3', '7'] | 37
['1', '3', '9', '7'] | 17
['4', '9', '8', '8', '4', '3', '7', '1'] | 41
['4', '1', '2', '7', '6'] | 46
['9', '2', '2', '1'] | 91
['5', '2', '2', '8', '1'] | 51
['8', '2', '7', '1', '4'] | 84
['4', '3', '5', '9'] | 49
['4', '7'] | 47
['7', '6', '4', '5', '1'] | 71
['5', '5', '9', '7', '4', '6', '2', '4'] | 54
['7', '6', '4', '3'] | 73
['6', '8', '5', '8'] | 68
['9', '8'] | 98
['3', '3', '6'] | 36
['3', '4', '7', '4', '3'] | 33
['1', '2', '4'] | 14
['9', '4', '7', '8'] | 98
['5', '5'] | 55
['2', '5', '5', '6', '5', '2', '1', '8'] | 28
['4', '4', '2', '1', '2', '9'] | 49
['8', '8', '8', '7', '4'] | 84
['5', '9', '4', '3', '4'] | 54
['9', '9', '1', '8'] | 98
['2', '2', '2', '9'] | 29
['4', '8'] | 48
['7', '9', '8', '6', '1', '7'] | 77
['6', '5', '8', '2'] | 62
['2', '6', '4', '7', '2'] | 22
['9', '9', '2', '2', '6'] | 96
['1', '6', '9', '6', '7'] | 17
['5', '5', '3', '8', '2', '3'] | 53
['8', '5', '1', '2'] | 82
['4', '4'] | 44
['3', '3'] | 33
['3', '5', '9'] | 39
['6', '6'] | 66
['1', '3', '6', '5'] | 15
['8', '6', '5'] | 85
['1', '1', '4', '5'] | 15
['1', '2', '5', '9', '7'] | 17
['4', '9', '9', '2', '3', '3', '8', '6'] | 46
['4', '4', '8', '6', '2', '5'] | 45
['2', '2', '1', '2', '8', '6'] | 26
['3', '2', '1', '1', '8'] | 38
['2', '3'] | 23
['1', '9', '2'] | 12
['1', '1'] | 11
['6', '7', '9'] | 69
['9', '4', '2', '1'] | 91
['8', '4', '9', '5', '5'] | 85
['4', '9', '7', '7', '3', '8', '2'] | 42
['7', '1', '7', '7', '6'] | 76
['3', '9', '1', '2', '8', '7', '7', '5'] | 35
['7', '6', '7'] | 77
['8', '8', '6', '9', '3'] | 83
['8', '2', '5'] | 85
['8', '5', '3', '8', '2', '4', '4'] | 84
['7', '9'] | 79
['1', '1', '2', '9', '4', '8'] | 18
['9', '5', '1'] | 91
['4', '4', '4'] | 44
['1', '7', '2', '5', '6', '4', '4', '8'] | 18
['5', '4', '4', '2', '8', '2'] | 52
['8', '9'] | 89
['1', '5', '1', '1', '1', '3', '8'] | 18
['2', '9', '9', '3', '6', '1'] | 21
['8', '5', '9', '3', '7'] | 87
['8', '6', '9', '4', '4'] | 84
['4', '7'] | 47
['4', '8', '8', '6'] | 46
['7', '8', '9', '6'] | 76
['5', '5', '9', '3', '8', '6', '2'] | 52
['9', '2', '3'] | 93
['1', '7', '3', '2', '5', '5', '7'] | 17
['3', '1', '1', '1', '6'] | 36
['4', '5', '2'] | 42
['2', '9', '6'] | 26
['3', '1', '2', '7', '7'] | 37
['8', '6'] | 86
['3', '2', '2', '3', '5', '6'] | 36
['8', '5', '2', '2'] | 82
['1', '8', '4', '6'] | 16
['9', '9'] | 99
['3', '3', '5', '7', '6'] | 36
['6', '6', '6', '8', '1', '7', '3'] | 63
['2', '1', '9'] | 29
['5', '4', '2', '3'] | 53
['1', '4', '8'] | 18
['3', '1', '1'] | 31
['9', '1', '9', '7', '4'] | 94
['4', '1', '1', '5', '5', '5', '6'] | 46
['8', '2', '2', '2', '2', '3', '5', '4'] | 84
['4', '7'] | 47
['1', '2'] | 12
['8', '3', '7', '7'] | 87
['6', '6', '6', '4', '9', '9'] | 69
['3', '8', '8', '5', '8', '8', '2'] | 32
['1', '5'] | 15
['1', '1'] | 11
['9', '4'] | 94
['1', '1', '5', '2', '7', '6', '7'] | 17
['1', '3', '6', '7'] | 17
['8', '2', '1', '6', '4', '1', '3'] | 83
['8', '6', '6', '6', '1'] | 81
['1', '1', '1', '2', '3', '4'] | 14
['6', '8', '8', '1', '6', '3'] | 63
['1', '1', '9', '3'] | 13
['7', '7', '1', '2', '8', '9', '5'] | 75
['9', '1', '2', '5', '8'] | 98
['2', '2'] | 22
['5', '1'] | 51
['8', '7', '5', '4', '1'] | 81
['1', '1', '1'] | 11
['4', '4', '4', '9', '3'] | 43
['9', '1', '5', '5'] | 95
['5', '7'] | 57
['3', '5', '3', '1'] | 31
['6', '8', '5', '8', '3', '2'] | 62
['8', '8', '8', '6', '1', '9', '2'] | 82
['3', '9', '1', '8'] | 38
['1', '1', '4', '7'] | 17
['9', '6', '4'] | 94
['2', '6', '5', '5', '5'] | 25
['9', '9', '9', '9'] | 99
['7', '7', '6', '3', '8', '2'] | 72
['6', '6'] | 66
['7', '6', '9'] | 79
['8', '8'] | 88
['9', '9', '4', '2', '3'] | 93
['7', '8', '9', '5'] | 75
['2', '8'] | 28
['5', '1'] | 51
['3', '6', '5', '9'] | 39
['5', '1', '1', '5'] | 55
['7', '7', '5', '8', '3', '9', '8'] | 78
['1', '1', '4', '5', '3'] | 13
['3', '2', '7', '1'] | 31
['7', '8', '1', '5'] | 75
['6', '6', '6', '1'] | 61
['3', '2', '5', '5'] | 35
['1', '9', '8', '5'] | 15
['6', '7', '8'] | 68
['9', '9', '5', '9'] | 99
['5', '5'] | 55
['3', '3'] | 33
['4', '4', '8', '8', '1', '8', '9', '2'] | 42
['9', '7'] | 97
['4', '7', '1', '7', '9'] | 49
['7', '4', '4', '2', '1', '8'] | 78
['2', '2', '8', '9', '1'] | 21
['8', '4', '6', '7'] | 87
['3', '3', '3', '5', '1'] | 31
['6', '9', '3', '1', '9'] | 69
['5', '7', '2', '2'] | 52
['7', '5', '2', '7', '7', '3'] | 73
['9', '6'] | 96
['6', '6', '9', '1', '8', '2'] | 62
['1', '8'] | 18
['6', '2', '4', '3'] | 63
['6', '8', '1'] | 61
['3', '5', '1', '4', '2'] | 32
['3', '3', '5', '4', '1', '1', '6'] | 36
['5', '3', '3', '3', '3', '6'] | 56
['8', '4', '7', '7', '7'] | 87
['4', '4'] | 44
['1', '9', '6', '7', '3', '9', '3'] | 13
['5', '3'] | 53
['5', '3', '7', '6'] | 56
['2', '5'] | 25
['5', '8'] | 58
['1', '5', '7', '4'] | 14
['5', '5', '6'] | 56
['6', '7', '4', '1'] | 61
['9', '9', '3', '9', '2'] | 92
['2', '1', '1'] | 21
['5', '5', '9'] | 59
['5', '7', '3', '3', '9', '2', '6'] | 56
['6', '4', '5'] | 65
['5', '8', '8', '2'] | 52
['3', '1', '1', '5', '1'] | 31
['2', '4', '5', '1', '1', '1', '2', '3'] | 23
['6', '4', '1', '2', '6'] | 66
['5', '5', '6', '6', '3', '9'] | 59
['9', '9'] | 99
['1', '5', '6'] | 16
['1', '1', '5', '3'] | 13
['6', '4', '2', '8'] | 68
['7', '9', '3'] | 73
['5', '3', '1', '2'] | 52
['4', '6', '6', '8'] | 48
['5', '4'] | 54
['9', '9'] | 99
['4', '4'] | 44
['8', '4'] | 84
['5', '4', '4', '4', '9', '5'] | 55
['3', '7', '7', '6', '8'] | 38
['8', '1', '1'] | 81
['3', '3', '3'] | 33
['4', '6', '1', '7'] | 47
['2', '1', '7', '8'] | 28
['7', '7', '4', '5', '9', '2', '3'] | 73
['2', '3', '4', '4', '9', '6'] | 26
['6', '6', '6', '4', '2', '3', '1'] | 61
['4', '4', '2'] | 42
['4', '8', '9', '7', '4', '9'] | 49
['1', '9', '2'] | 12
['3', '1', '9'] | 39
['5', '8', '7'] | 57
['1', '7', '3', '3', '2'] | 12
['6', '7', '7', '8'] | 68
['1', '1', '8', '5'] | 15
['1', '8', '2'] | 12
['6', '8', '5'] | 65
['2', '6', '3'] | 23
['9', '1', '2'] | 92
['5', '4', '6', '3'] | 53
['7', '7', '7', '5'] | 75
['8', '1', '8', '8', '2'] | 82
['1', '1', '2', '3', '4'] | 14
['2', '1', '3'] | 23
['4', '5', '2'] | 42
['2', '1'] | 21
['1', '1', '2'] | 12
['1', '6', '8', '1'] | 11
['2', '2', '2', '8', '8'] | 28
['5', '5', '8', '6'] | 56
['5', '9', '4', '3', '5'] | 55
['6', '1', '1', '9'] | 69
['2', '8'] | 28
['6', '8', '3', '8'] | 68
['8', '9', '5', '5', '9', '5'] | 85
['2', '2', '3', '7'] | 27
['5', '8'] | 58
['7', '1', '3', '9', '5'] | 75
['6', '6', '2'] | 62
['5', '2', '9', '6', '2', '1'] | 51
['9', '3', '9'] | 99
['1', '1', '5', '2'] | 12
['8', '4', '6', '1', '5', '6'] | 86
['2', '5', '3', '2', '7'] | 27
['7', '7', '8', '6', '6', '5'] | 75
['4', '3', '3', '7', '8'] | 48
['2', '3', '3', '3', '7', '1'] | 21
['4', '3'] | 43
['7', '4', '2', '3'] | 73
['3', '6', '6', '5', '7'] | 37
['4', '3'] | 43
['8', '9', '7', '4'] | 84
['9', '6', '7', '1'] | 91
['8', '8', '8', '5'] | 85
['2', '1', '8', '3', '1'] | 21
['5', '5', '6', '2', '9', '4'] | 54
['8', '8'] | 88
['8', '9'] | 89
['8', '4', '4', '1'] | 81
['2', '5', '4'] | 24
['5', '3', '4', '3', '1', '4'] | 54
['4', '6', '7', '8', '5', '5', '3'] | 43
['6', '6', '9', '2'] | 62
['2', '4'] | 24
['2', '7', '9', '9'] | 29
['1', '9', '4'] | 14
['4', '7', '8', '5', '9'] | 49
['3', '7'] | 37
['6', '4', '3', '4'] | 64
['8', '8', '2', '1'] | 81
['3', '3', '7', '6', '3'] | 33
['1', '8', '2', '9', '5', '4', '3', '6'] | 16
['5', '2', '6', '2'] | 52
['5', '5'] | 55
['8', '8', '2', '3'] | 83
['2', '9', '7', '7', '2', '2', '4', '9'] | 29
['3', '1', '4', '6'] | 36
['8', '6', '2'] | 82
['8', '4', '4', '3', '1'] | 81
['2', '2'] | 22
['3', '2', '1', '4', '9', '2'] | 32
